,city,country,inexpensive_meal,mid-range_meal,mcmeal,domestic_beer_restaurant,imported_beer_restaurant,cappuccino_restaurant,coke_pepsi_restaurant,water_restaurant,milk,white_bread_loaf,rice,eggs,local_cheese,chicken_fillets,beef_round,apples,banana,oranges,tomato,potato,onion,lettuce,water,bottle_of_wine,domestic_beer_market,imported_beer_market,cig_20_pack,one_way_ticket,monthly_pass,taxi_start,taxi_1km,taxi_1hour_waiting,gasoline,voltswagen_golf,toyota_corolla_sedan,basic_utilities,1_min_prepaid_mobile_tariff,internet,fitness_club,tennis_court_rent,cinema,private_preschool_1month,int_primary_school,pair_of_jeans,summer_dress,nike_running_shoes,mens_leather_shoes,one_bdrm_apt_downtown,one_bedrm_apt_suburb,three_bedrm_apt_downtown,three_bedrm_apt_suburb,apt_sell_per_sqmtr_downtown,apt_sell_per_sqmtr_suburb,avg_net_salary,mortgage_interest_rate,data_quality
74,Miami,United States,20.0,100.0,10.0,6.0,8.0,4.59,2.19,2.03,1.15,3.17,5.48,3.92,12.08,16.04,14.84,6.72,1.93,4.86,5.05,3.32,3.17,1.92,1.95,12.0,2.39,3.05,8.0,2.5,111.0,3.5,1.55,24.0,1.12,25000.0,24272.73,156.11,0.2,62.69,48.32,17.5,15.0,1000.0,17125.0,47.71,40.36,79.44,105.77,2604.55,1910.42,4620.37,3175.0,6516.5,2973.53,4195.86,5.33,1
78,Baghdad,Iraq,4.72,22.85,8.0,1.83,3.5,2.45,0.46,0.2,1.0,0.78,1.21,1.64,4.29,4.13,9.96,0.85,0.96,0.89,0.61,0.6,0.51,0.73,0.52,12.3,1.52,2.26,1.71,0.35,25.2,3.0,2.0,5.02,0.35,13959.79,16831.23,123.31,0.09,58.46,34.73,14.24,7.0,142.33,1709.02,25.72,29.61,46.38,35.95,432.77,251.24,798.0,459.25,2099.93,928.52,520.92,8.38,1
80,Madrid,Spain,12.64,52.69,8.43,3.69,3.69,2.23,2.35,1.67,0.9,1.09,1.22,2.45,10.67,7.45,11.92,2.16,1.92,1.79,1.92,1.21,1.38,1.06,0.72,5.27,1.03,1.59,5.27,1.58,57.48,3.69,1.16,23.18,2.01,26343.63,25404.84,166.08,0.18,38.1,43.57,12.19,9.48,514.36,9589.08,77.06,35.43,79.28,97.23,1056.14,839.48,1813.42,1310.62,5612.64,3720.15,2089.54,2.29,1
81,Khartoum,Sudan,5.0,20.0,8.0,2.0,3.4,2.32,0.52,0.29,1.53,0.76,2.12,2.02,6.1,5.73,6.21,4.93,0.78,1.98,2.01,1.52,1.27,0.97,0.59,15.0,1.0,3.0,1.5,0.45,20.0,2.0,1.0,9.0,1.13,33000.0,17207.23,41.59,0.07,76.5,27.75,11.96,1.67,72.18,2334.96,17.06,70.57,56.76,40.36,520.0,233.6,842.59,453.67,1160.0,766.67,148.57,17.0,1
82,Qingdao,China,2.99,21.35,4.7,0.85,2.14,3.08,0.43,0.28,2.04,1.16,0.82,1.37,11.45,4.19,11.58,1.29,1.61,1.37,1.27,0.66,0.54,0.45,0.55,12.81,0.65,1.71,2.28,0.43,23.49,1.42,0.28,4.27,1.16,17082.58,16513.16,34.17,0.02,11.25,20.17,9.4,7.12,222.07,25310.69,50.34,30.87,66.0,76.52,306.31,170.01,699.91,322.65,5338.31,2514.94,977.5,5.0,1
87,Dallas,United States,20.0,75.0,8.0,5.0,7.0,4.64,2.27,1.53,0.89,3.19,4.14,3.0,10.21,13.17,16.23,4.77,2.02,4.68,4.18,3.55,2.9,1.79,2.27,12.0,3.1,4.08,9.5,2.5,96.0,2.8,1.12,25.5,1.14,24190.0,22234.25,170.42,0.18,69.3,42.18,10.55,13.5,975.0,13085.17,52.74,47.96,84.34,121.24,1799.71,1416.26,3498.93,2434.73,3209.07,1968.67,5459.79,4.65,1
88,Giza,Egypt,4.48,10.17,3.26,0.94,1.63,1.24,0.22,0.15,0.71,0.41,0.57,1.16,2.33,3.65,7.34,1.1,0.64,0.39,0.38,0.3,0.26,0.15,0.22,7.33,1.14,1.55,1.87,0.2,12.21,0.31,0.2,1.22,0.38,18314.05,14500.08,41.97,0.01,14.19,23.4,5.09,4.68,91.16,3255.83,25.23,25.58,108.72,32.92,118.53,55.96,195.35,150.58,406.98,228.93,171.51,12.5,1
92,Philadelphia,United States,19.0,67.5,8.5,6.0,8.0,4.61,2.33,1.64,1.26,3.57,4.38,3.46,13.21,14.47,14.9,4.99,1.5,4.68,5.49,3.15,2.73,1.97,1.71,15.0,2.73,4.41,11.0,2.5,96.0,3.59,3.42,25.0,1.2,23000.0,24642.86,166.22,0.18,67.55,49.06,16.0,14.0,1225.0,32633.33,45.36,36.91,84.43,122.62,1886.56,1260.83,3087.5,2141.18,5651.05,2690.98,4897.71,5.0,1
94,Nairobi,Kenya,4.28,32.61,5.91,2.04,2.85,2.25,0.54,0.45,0.96,0.52,1.55,1.39,11.6,5.88,4.62,2.33,0.91,1.8,0.95,0.91,0.98,0.63,0.76,11.41,1.96,2.42,2.45,0.82,32.61,2.24,1.11,2.69,1.18,16714.23,17539.05,28.18,0.03,52.18,47.67,16.71,6.52,164.71,9590.3,17.25,24.38,45.14,43.87,414.88,183.21,979.8,423.08,1415.61,613.08,455.52,12.53,1
95,Guadalajara,Mexico,7.74,30.94,6.19,1.8,3.09,2.48,0.97,0.64,1.14,1.89,1.5,1.67,6.34,7.02,10.2,2.51,1.26,1.2,1.27,1.56,1.25,0.89,0.93,10.31,1.27,2.72,3.61,0.52,18.05,1.55,0.52,9.54,1.17,14800.3,19003.91,43.29,0.07,28.69,30.73,17.19,4.38,202.59,5291.67,43.06,35.32,76.84,68.82,531.16,359.0,1072.51,776.57,1578.73,845.73,764.19,10.66,1
97,Houston,United States,16.5,75.0,9.0,5.5,6.0,4.74,2.22,1.75,0.95,3.02,3.34,3.15,11.94,9.11,14.15,4.42,1.25,3.28,3.15,2.21,2.19,1.58,2.12,12.0,2.87,3.3,8.0,1.25,40.0,2.95,3.1,30.0,1.03,26000.0,23958.81,173.45,0.37,73.91,43.42,24.25,12.0,1273.68,24125.0,48.81,40.15,79.9,100.62,1590.76,1246.59,2941.19,1941.97,2958.88,1733.97,5063.25,4.91,1
98,Atlanta,United States,15.0,65.0,8.25,6.0,6.5,4.67,2.06,1.64,0.88,2.67,4.41,2.86,12.81,10.83,13.32,4.84,1.62,5.13,4.21,3.05,2.4,1.69,1.93,10.0,2.88,3.61,7.0,2.5,95.0,2.62,2.17,24.0,1.01,27000.0,21902.38,213.22,0.23,73.7,40.18,21.75,15.0,1478.0,28083.33,56.38,38.48,83.75,89.44,1883.81,1540.8,3275.0,2203.08,4122.58,2098.96,4878.17,4.84,1
101,Suzhou,China,4.98,39.15,6.55,2.85,5.69,4.66,0.94,0.36,2.76,3.56,1.46,3.86,25.15,5.96,19.98,2.87,2.57,3.92,2.0,1.34,1.5,1.4,0.99,19.22,0.83,3.49,4.98,0.43,42.71,1.85,0.28,4.27,1.18,23488.55,32563.67,64.83,0.02,12.61,49.17,13.29,9.61,1583.7,33364.41,72.96,56.92,99.65,167.78,775.04,512.48,2174.87,1076.72,9490.32,4738.38,925.31,4.72,1
102,Toronto,Canada,18.53,85.23,9.63,5.19,6.36,3.59,1.95,1.53,2.52,2.54,2.93,2.96,11.48,11.92,13.14,3.2,1.26,3.19,3.36,2.81,2.47,2.3,1.67,11.86,2.34,2.78,12.78,2.41,115.62,3.31,1.3,22.98,1.44,20752.19,19623.25,127.96,0.33,54.91,46.66,17.4,11.12,1159.76,19673.2,60.67,37.89,91.66,102.73,1728.5,1426.71,2733.4,2302.11,9834.67,7249.17,3249.79,5.24,1
103,Singapore,Singapore,11.09,66.55,5.92,7.39,8.87,4.55,1.49,1.06,2.59,2.03,2.78,2.81,19.48,8.98,20.2,3.82,2.61,3.8,3.0,2.24,2.16,1.9,1.52,22.18,4.53,5.35,11.09,1.48,94.65,2.96,0.74,14.79,2.35,110923.53,99668.1,145.68,0.18,35.02,107.93,12.48,11.09,1116.5,25404.69,76.31,44.52,108.41,115.29,2734.54,2015.75,5414.5,3517.55,20752.74,10392.94,4619.45,2.5,1
106,Washington,United States,19.5,82.5,9.0,7.25,8.0,4.88,2.47,2.12,1.01,3.24,4.47,3.48,13.85,11.91,16.56,5.52,1.94,5.53,6.16,3.36,3.02,2.31,2.13,15.0,2.87,3.77,11.0,2.75,102.0,5.0,1.34,35.0,1.24,24190.0,21599.78,159.71,0.18,56.06,86.88,18.33,13.99,2260.91,30609.75,54.7,33.42,96.75,135.0,2307.11,1882.14,4600.0,3150.0,7882.02,4843.76,5907.32,5.16,1
108,Abidjan,Ivory Coast,3.21,32.13,8.84,0.96,2.41,2.46,0.76,0.63,1.75,0.56,1.1,2.03,12.32,8.33,6.0,2.68,0.88,1.71,1.78,1.04,1.11,0.56,0.72,6.02,0.87,1.19,1.16,0.44,40.16,0.8,1.61,5.22,1.09,28915.64,25702.79,131.53,0.15,55.88,57.03,14.06,8.03,117.04,2710.84,60.81,42.17,67.63,88.35,568.94,227.99,1269.08,835.34,1579.65,1499.33,131.96,10.93,1
109,Fuzhou,China,2.99,17.79,4.98,0.85,2.14,3.8,0.45,0.28,1.84,1.28,0.85,1.59,10.63,5.2,16.13,2.24,1.42,1.46,1.28,0.64,0.93,0.43,0.66,19.57,1.28,1.95,2.85,0.14,42.71,1.35,0.36,6.98,1.2,18150.24,20166.93,49.32,0.03,9.15,28.47,8.54,7.12,284.71,9964.84,58.72,37.37,85.41,87.19,370.12,194.55,612.13,409.27,6405.97,2942.0,781.77,5.18,1
110,Surat,India,2.76,9.83,3.68,1.84,3.68,1.35,0.37,0.18,0.75,0.52,0.69,0.9,5.42,3.28,9.83,1.54,0.51,1.03,0.53,0.37,0.44,0.57,0.33,13.82,2.68,,4.3,0.25,4.3,0.61,0.25,1.23,1.23,13202.89,29402.53,38.09,0.02,7.33,15.79,17.6,3.68,34.93,861.26,27.2,35.97,47.37,31.58,219.25,227.49,320.76,272.23,687.08,484.34,331.61,7.45,1
111,Alexandria,Egypt,4.07,16.28,3.66,2.03,4.07,1.39,0.25,0.15,0.76,0.45,0.64,1.11,2.69,3.64,7.24,1.07,0.61,0.4,0.36,0.34,0.26,0.22,0.21,6.1,1.38,1.42,1.95,0.2,9.77,0.41,0.2,2.03,0.37,20348.95,19766.46,21.56,0.01,12.1,20.93,5.97,4.07,70.05,2189.93,27.17,33.63,80.67,39.98,142.44,82.85,299.58,175.24,696.65,245.54,163.76,12.86,1
112,Belo Horizonte,Brazil,4.22,28.74,5.75,1.63,2.3,1.3,0.95,0.52,0.91,1.4,1.85,1.77,7.99,3.59,7.99,1.32,0.94,0.71,1.39,0.8,0.81,0.46,0.58,7.66,1.14,2.16,1.92,0.86,32.76,0.96,1.25,8.62,1.31,22224.78,23407.86,70.83,0.3,19.46,19.75,24.91,5.75,270.36,2739.78,54.79,40.76,73.64,63.37,269.83,184.96,558.01,392.77,1697.83,945.38,319.37,10.77,1
116,Boston,United States,20.0,95.0,10.0,7.0,8.0,4.83,2.32,2.1,1.09,3.82,4.15,3.49,16.77,13.22,16.64,4.82,1.52,4.85,5.83,2.62,3.18,2.07,2.07,15.0,2.16,3.35,13.0,2.4,90.0,3.0,1.86,24.0,1.23,24934.5,22391.38,185.0,0.21,60.95,71.27,32.5,15.0,2050.0,32600.0,52.61,41.43,83.83,113.69,2715.62,1959.0,4969.5,3339.66,11011.48,6080.41,5342.19,5.02,1
117,Sydney,Australia,13.59,81.55,9.5,6.12,6.29,3.11,2.23,2.06,1.4,2.31,1.88,3.77,7.76,8.01,13.67,2.89,2.36,2.51,5.28,2.33,2.1,2.61,1.47,12.23,4.27,4.61,27.18,3.06,147.73,3.19,1.9,40.77,1.38,23785.29,19828.64,133.25,0.45,50.66,57.5,15.34,14.27,1671.95,15310.53,76.13,50.78,104.46,119.03,1720.76,1276.4,3362.87,2175.19,11820.92,6996.74,4683.94,2.97,1
120,Barcelona,Spain,14.75,63.22,9.48,3.16,3.69,2.35,2.2,1.52,1.0,1.5,1.35,2.62,12.32,7.45,12.0,2.07,1.99,1.82,2.31,1.4,1.53,1.07,0.81,6.32,1.16,1.71,5.27,2.53,42.15,3.16,2.11,25.29,2.05,26342.58,26830.67,170.85,0.23,40.15,45.78,24.49,9.48,518.09,11404.25,77.21,32.81,82.67,106.58,1083.72,851.11,1798.22,1381.31,5103.12,3180.1,1978.23,2.11,1
122,Melbourne,Australia,15.63,81.55,9.68,6.8,6.8,3.23,2.61,2.3,1.31,2.25,2.16,3.65,8.8,8.36,13.57,2.94,2.45,2.42,5.19,2.43,2.09,3.06,1.53,13.59,3.91,4.35,27.18,3.13,108.05,3.4,1.22,23.16,1.42,22283.41,19141.31,148.65,0.13,51.57,46.14,12.69,14.95,1688.04,17618.1,73.63,45.78,100.5,114.04,1284.94,1042.29,2385.93,1618.73,6263.8,5282.19,4052.92,3.44,1
128,Johannesburg,South Africa,8.55,34.22,4.28,2.28,2.28,1.82,0.91,0.71,1.07,0.91,1.5,2.05,6.57,4.49,7.15,1.55,1.44,1.5,1.47,1.33,1.21,1.0,0.95,4.56,1.44,1.71,2.9,1.82,62.48,1.71,0.86,3.13,1.43,19622.91,21046.69,106.1,0.12,49.89,32.4,8.35,5.7,223.02,4792.32,47.75,26.42,85.41,72.93,396.6,371.4,756.77,736.5,735.61,670.67,1502.75,9.12,1
130,Casablanca,Morocco,3.45,18.89,6.14,2.83,3.78,1.78,0.46,0.32,0.69,0.47,1.41,1.23,7.45,5.44,7.53,1.19,1.13,0.57,0.58,0.47,0.45,0.29,0.54,6.61,1.88,2.51,3.59,0.57,21.72,0.73,0.71,5.19,1.43,23139.4,22457.29,37.98,0.19,36.34,20.64,25.19,5.9,186.9,3263.8,42.72,37.55,82.66,80.36,426.32,237.37,784.59,447.67,1863.17,972.37,470.72,4.88,1
131,Kabul,Afghanistan,1.69,5.65,3.11,,,0.93,0.23,0.13,0.6,0.23,1.23,1.2,3.39,2.53,5.39,0.73,0.92,1.11,0.49,0.3,0.23,0.23,0.33,11.3,0.87,1.58,1.86,0.23,15.25,1.13,0.56,2.26,0.89,6779.66,11299.43,31.99,0.04,715.63,13.56,11.3,2.54,25.99,1491.53,18.08,17.36,30.51,36.16,108.92,64.97,228.81,146.89,694.92,355.93,195.86,13.88,1
132,Phoenix,United States,18.5,70.0,10.0,6.0,6.0,5.14,2.51,1.8,0.85,3.15,4.09,3.55,11.81,10.22,15.16,4.59,1.51,3.73,4.1,2.89,2.64,1.64,2.51,15.0,2.71,3.75,9.0,2.4,64.0,3.0,1.46,36.0,1.31,25000.0,26428.57,209.47,0.1,78.04,34.37,45.0,12.0,900.0,18400.0,46.09,38.25,80.0,93.25,1702.48,1476.19,2711.17,2238.52,2628.55,2357.3,5090.45,5.11,1
134,Amman,Jordan,5.99,42.3,7.05,7.05,7.05,4.12,0.53,0.38,1.47,0.53,1.68,2.02,7.39,6.12,11.53,2.03,1.77,1.5,0.75,0.96,0.75,0.64,0.57,21.15,5.1,6.21,3.52,0.7,49.34,0.49,1.06,7.05,1.36,35246.02,33345.72,75.22,0.05,36.88,59.1,30.48,11.28,231.23,6077.73,55.9,63.25,103.46,89.0,353.18,272.13,622.57,465.8,1311.2,815.52,635.66,7.67,1
140,Yokohama,Japan,6.33,44.67,5.21,3.35,4.47,3.1,0.94,0.84,1.54,1.36,3.1,1.89,11.47,5.64,14.33,3.23,2.23,3.72,3.69,2.98,3.72,1.49,0.84,7.45,2.2,2.51,3.72,1.79,74.45,4.02,2.98,24.2,1.23,13029.07,14642.2,181.61,0.2,35.77,65.15,37.23,14.89,379.7,14890.37,51.05,35.36,74.45,124.09,900.24,670.93,1954.36,1247.53,6886.8,6948.84,2707.07,2.08,1
142,Seattle,United States,20.0,100.0,11.0,7.0,8.0,5.21,2.48,1.94,1.12,4.2,5.0,3.53,17.09,14.78,17.45,5.89,2.68,5.24,6.57,3.23,3.23,2.38,1.94,15.0,3.21,3.24,10.99,2.75,100.0,5.0,1.68,30.0,1.4,26000.0,25244.69,221.73,0.13,71.0,57.49,30.75,15.0,1489.17,27142.86,53.53,44.95,91.16,118.21,2291.82,1843.86,4174.86,3055.84,6897.61,4878.43,6292.34,5.23,1
143,Jeddah,Saudi Arabia,6.65,53.21,7.45,1.4,1.8,3.82,0.74,0.29,1.6,0.83,2.01,2.54,7.41,8.25,13.15,2.18,1.58,1.6,1.76,1.17,1.03,1.5,0.59,1.33,1.78,1.95,7.45,0.92,15.96,2.66,1.33,13.3,0.61,26603.63,20472.7,104.88,0.11,70.14,90.14,40.4,15.96,306.24,7316.0,49.5,56.76,100.73,108.3,499.97,356.46,868.44,596.8,1296.93,1003.84,1689.77,4.37,1
144,Berlin,Germany,12.64,63.22,9.48,4.21,4.21,3.37,2.52,1.95,1.19,1.7,2.43,2.99,12.69,9.87,14.43,2.69,1.82,2.55,3.17,2.0,1.5,1.42,0.69,5.9,1.13,1.59,8.43,3.16,89.57,4.21,2.27,34.77,2.16,31580.74,28145.4,308.3,0.11,40.24,40.57,20.11,12.64,191.06,8781.21,88.38,37.06,85.48,110.25,1321.9,967.17,2447.03,1736.85,8604.37,5679.69,3158.05,2.18,1
147,Algiers,Algeria,2.53,21.7,4.7,1.81,2.28,1.0,0.5,0.19,0.87,0.16,1.16,1.43,7.59,4.33,11.57,2.48,2.97,1.31,0.79,0.59,0.38,0.58,0.25,6.69,1.52,1.95,2.39,0.29,10.85,0.36,0.36,4.34,0.31,28932.06,26552.48,48.36,0.07,27.77,20.15,13.29,5.06,102.33,3211.46,37.82,43.97,77.38,84.26,234.56,127.91,438.84,254.6,1624.07,1048.79,285.56,6.94,1
148,Busan,South Korea,6.15,36.49,4.99,3.07,4.61,3.35,1.32,0.74,2.01,2.49,4.1,2.0,13.83,6.15,25.61,5.22,2.89,4.96,4.61,3.59,2.88,1.79,1.01,9.99,1.94,2.6,3.46,1.0,46.09,2.54,0.92,8.11,1.34,26119.83,,141.08,0.1,22.28,52.68,11.52,9.22,409.72,25351.6,58.19,36.3,72.98,90.91,414.87,325.95,926.49,625.56,7259.92,9080.43,1910.04,3.69,1
150,Detroit,United States,15.63,60.0,8.75,4.5,6.0,4.69,2.05,1.61,0.92,2.94,3.41,3.12,12.62,13.22,16.73,4.35,1.72,4.13,3.66,3.17,3.04,1.46,1.88,11.0,1.86,2.54,8.0,2.0,60.0,3.0,1.24,15.0,1.28,25000.0,26901.67,280.06,0.33,72.0,40.33,31.67,12.25,450.0,13500.0,53.5,40.0,86.29,103.43,1266.67,880.0,2716.67,1666.67,1076.39,1130.21,3926.67,5.21,1
151,Montreal,Canada,14.82,66.7,9.63,5.93,5.93,3.57,1.76,1.37,2.17,2.81,2.9,2.87,11.4,11.07,12.68,3.17,1.49,3.11,3.47,1.84,1.96,2.08,1.68,11.86,2.4,2.69,11.12,2.59,69.67,2.96,1.3,30.57,1.47,22234.49,19365.84,80.09,0.37,47.56,29.68,14.02,11.12,667.5,8449.11,62.79,35.84,92.97,111.49,1045.58,800.16,1846.59,1342.69,6069.66,3487.84,2823.94,5.41,1
153,Lucknow,India,3.07,12.28,3.07,1.84,3.68,1.57,0.35,0.18,0.68,0.45,0.71,1.03,3.96,3.48,6.52,1.49,0.58,0.82,0.43,0.25,0.35,0.43,0.35,6.14,1.81,3.39,4.05,0.43,12.28,0.61,0.15,1.23,1.25,14738.11,24393.62,47.83,0.02,8.66,19.96,10.23,3.68,51.34,1271.16,27.55,34.39,40.91,38.92,122.82,77.99,305.51,180.13,1067.19,599.7,569.74,8.47,1
154,Faisalabad,Pakistan,1.23,6.71,3.35,2.24,2.91,0.7,0.18,0.15,0.53,0.35,0.69,0.82,2.84,1.71,2.79,0.89,0.44,0.58,0.44,0.34,0.28,0.35,0.3,1.23,1.1,1.34,0.89,0.22,8.94,0.67,0.18,1.34,0.81,20116.23,16380.23,54.03,0.01,16.76,13.97,2.68,2.68,14.9,724.18,10.46,10.73,51.97,19.74,83.45,50.96,174.34,134.11,258.76,167.02,188.39,12.5,1
156,Jaipur,India,2.46,9.83,3.68,1.84,3.99,1.45,0.45,0.2,0.64,0.45,0.88,0.93,5.62,3.74,4.18,1.49,0.42,0.81,0.49,0.34,0.41,0.39,0.37,12.28,1.73,3.45,4.3,0.31,7.37,0.61,0.25,1.35,1.36,16580.38,20878.99,43.91,0.02,9.12,17.6,5.99,3.07,44.96,1142.2,24.09,30.55,39.52,33.16,145.74,88.84,385.11,227.68,1750.63,577.05,447.36,8.04,1
157,San Diego,United States,20.0,80.0,10.0,7.0,8.0,4.82,2.4,2.07,1.1,3.88,4.36,4.24,12.97,16.43,17.41,4.58,1.89,3.23,3.81,2.99,2.47,1.65,1.92,12.0,3.08,2.71,10.0,2.5,75.0,2.8,1.86,25.99,1.61,26000.0,22964.95,201.77,0.22,74.15,48.42,19.84,15.0,1321.43,16507.14,53.95,42.06,89.62,99.95,2576.61,2060.42,4332.25,3534.09,8702.59,6973.07,5924.47,4.94,1
158,Brasilia,Brazil,5.75,38.32,6.71,1.53,2.87,1.52,1.01,0.7,1.06,1.48,1.66,2.06,8.69,3.78,8.25,1.52,1.08,0.93,1.48,1.02,0.97,0.66,0.77,8.24,1.27,2.68,2.3,1.05,48.94,1.04,0.96,6.1,1.33,22991.15,27692.64,84.57,0.25,21.49,22.71,24.73,7.66,349.91,9245.23,44.88,42.14,75.61,61.71,382.31,216.27,851.14,509.09,2092.97,1305.43,620.32,9.69,1
159,Mashhad,Iran,2.54,35.63,4.02,0.7,1.0,1.48,1.02,0.64,0.71,0.61,2.31,1.23,2.79,2.61,6.77,0.74,1.35,0.79,0.49,0.38,0.38,0.39,0.23,0.71,0.48,0.91,1.76,0.22,10.0,0.49,0.36,2.93,0.55,45000.0,58333.33,32.61,0.01,19.16,20.36,14.64,4.75,198.1,790.25,50.02,61.26,156.88,88.52,505.05,254.46,951.88,604.1,1364.89,1167.86,304.12,19.33,1
162,Minneapolis,United States,20.0,66.94,9.0,6.0,6.0,5.37,2.01,1.83,0.89,3.16,4.77,3.26,9.88,9.79,14.25,6.04,1.84,4.98,5.06,2.6,2.77,1.78,1.9,13.5,2.34,2.66,10.07,2.5,85.0,3.75,1.55,30.0,1.08,23000.0,21936.88,143.33,0.15,59.87,69.38,20.33,11.5,1200.0,18300.0,42.09,31.0,76.27,123.75,1514.82,1138.5,3322.5,2287.5,5651.05,3767.37,4963.79,5.36,1
163,Addis Ababa,Ethiopia,7.66,30.0,4.0,0.75,1.3,0.72,0.61,0.38,0.91,0.53,1.98,2.13,8.12,8.09,8.73,3.19,0.86,1.66,0.81,0.46,0.66,0.42,0.39,8.15,0.96,1.23,4.0,0.3,12.0,1.42,0.4,3.0,0.75,33000.0,49195.71,168.33,0.02,202.38,57.25,35.0,4.0,78.15,26666.67,24.09,53.82,57.32,57.74,466.89,243.0,1693.09,671.6,1457.18,999.0,194.78,16.54,1
164,Kuwait City,Kuwait,6.52,52.13,6.52,2.61,3.26,4.69,0.47,0.27,1.34,0.76,1.91,1.79,4.0,5.03,10.2,2.2,1.86,1.86,1.24,1.06,0.92,1.28,0.51,5.21,1.23,1.28,2.93,0.98,40.72,4.07,3.26,9.77,0.35,22479.96,16159.51,43.98,0.14,29.68,124.6,40.18,11.4,406.26,6754.01,49.48,54.24,97.74,117.94,929.33,653.31,1899.05,1350.34,7057.23,3095.07,1940.76,5.67,1
165,Incheon,South Korea,5.38,28.04,4.46,3.07,3.84,3.56,1.27,0.7,2.8,2.75,3.98,3.42,9.67,7.45,19.95,6.12,3.59,7.17,5.89,3.33,2.3,1.54,1.15,15.36,2.3,2.56,3.46,0.98,40.33,3.96,0.6,10.95,1.35,23046.91,22381.5,131.06,0.11,21.25,33.29,38.41,8.45,230.47,25025.7,74.9,76.82,86.23,122.92,422.53,268.88,1126.74,576.17,11011.3,7682.3,2047.33,3.83,1
166,Quezon City,Philippines,3.59,19.74,2.78,1.35,2.47,2.72,0.98,0.53,1.6,1.28,0.95,1.93,8.89,4.67,7.42,2.52,1.69,2.47,1.32,2.17,2.23,1.16,0.83,7.18,1.28,1.73,2.47,0.45,9.87,0.72,0.24,2.15,1.29,27720.47,20992.2,201.62,0.16,39.24,40.78,4.84,6.28,134.57,2197.9,30.89,24.14,72.56,61.71,320.29,190.32,898.87,471.34,1492.18,556.92,316.53,7.1,1
167,Sanaa,Yemen,5.99,17.97,9.0,2.0,1.8,2.9,1.05,0.72,2.01,1.2,3.65,3.13,7.13,8.79,22.82,4.99,1.57,4.26,2.06,1.67,1.68,0.53,0.91,6.99,,3.99,3.2,0.6,54.94,2.0,3.99,4.79,1.79,7988.02,31952.08,47.04,0.04,36.93,85.55,27.31,,46.27,2282.22,66.57,97.87,76.26,56.47,204.77,115.59,486.91,283.45,2786.35,1015.36,599.5,12.5,1
168,Surabaya,Indonesia,1.3,12.96,3.24,2.48,2.59,1.43,0.49,0.27,1.19,0.97,0.81,1.52,6.15,3.44,7.24,2.3,1.38,1.83,0.88,1.15,1.38,0.6,0.36,19.45,2.49,3.07,1.94,0.32,9.72,0.58,0.32,2.75,0.79,23334.86,27914.38,73.31,0.1,28.38,33.88,4.79,3.24,124.08,6009.65,48.38,32.41,75.0,58.34,228.35,149.09,504.54,353.47,1901.77,900.98,331.5,8.69,1
169,Bandung,Indonesia,1.3,11.34,3.24,2.59,4.0,1.83,0.59,0.31,1.11,0.93,0.81,1.5,8.59,2.84,8.43,2.06,1.27,1.17,1.03,1.06,1.83,1.02,0.43,19.45,2.16,3.48,2.25,0.58,14.09,0.97,0.45,3.24,0.8,32409.53,24503.77,34.32,0.16,36.58,23.24,8.91,3.24,71.84,5190.41,36.73,23.05,56.49,61.58,206.34,140.58,429.43,294.93,1143.43,577.97,291.36,10.4,1
170,Tampa,United States,21.0,60.0,10.0,6.0,7.0,4.47,2.12,1.54,1.09,3.48,3.76,3.29,13.62,11.24,14.3,4.58,1.6,3.8,4.23,3.06,2.75,2.18,2.22,10.0,1.64,4.22,8.0,2.0,66.0,3.62,2.49,42.75,1.16,24000.0,26391.86,168.49,0.19,63.19,29.5,36.24,14.0,943.75,19500.0,46.13,30.5,81.0,101.18,1995.95,1625.25,3480.89,2469.12,3869.29,2167.35,5289.14,5.12,1
171,Salvador,Brazil,4.79,24.91,5.75,1.53,2.87,1.5,0.95,0.6,1.1,1.53,0.97,1.73,8.77,3.66,7.91,1.63,0.89,1.01,1.46,1.04,0.97,0.65,0.46,6.71,1.06,1.53,2.3,0.89,24.91,0.91,1.92,,1.29,20596.24,28751.07,76.54,0.29,16.92,19.88,,7.66,268.23,18392.92,35.44,50.29,78.07,52.69,354.45,191.59,609.9,445.45,1417.79,967.54,227.1,11.54,1
172,Rome,Italy,16.33,73.76,9.48,5.27,5.27,1.5,2.09,1.15,1.61,1.58,2.22,3.59,16.58,9.95,15.85,2.4,1.9,2.4,2.71,1.61,1.58,1.15,0.53,6.85,1.57,2.42,6.32,1.58,36.88,4.74,1.16,31.61,2.07,26343.63,28654.34,197.83,0.2,29.26,52.72,18.88,9.48,485.53,8965.11,84.13,36.52,96.47,115.48,1070.3,728.04,2284.37,1368.17,7125.32,3585.89,1579.61,1.99,1
173,Guatemala City,Guatemala,5.79,35.02,5.73,1.91,3.18,2.38,1.09,0.86,1.66,1.97,1.55,2.06,5.5,6.29,9.91,3.26,1.02,2.59,1.75,1.63,1.66,0.82,0.97,8.92,1.24,2.07,3.56,0.51,10.51,3.5,0.64,13.69,1.08,17830.32,22087.41,88.2,0.19,46.81,51.65,19.94,6.37,205.59,5158.06,55.76,55.19,98.07,109.99,573.77,401.68,1063.69,698.72,1534.68,958.05,436.56,7.89,1
